"atom_idx","atom_symbol","matched_fg","frag_smiles","frag_id","idx1","idx2"
11,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,330,348
12,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,330,348
14,"N","Tertiary_aliph_amine, Heterocyclic","C1CCNCC1",2,330,348
15,"C","Secondary_carbon","C1CCNCC1",2,330,348
16,"C","Secondary_carbon","C1CCNCC1",2,330,348
17,"C","Secondary_carbon","C1CCNCC1",2,330,348
18,"C","Secondary_carbon","C1CCNCC1",2,330,348
19,"C","Secondary_carbon","C1CCNCC1",2,330,348
0,"C","Primary_carbon, Tertiary_carbon","CCC",1,332,351
1,"C","Primary_carbon, Tertiary_carbon","CCC",1,332,351
2,"C","Primary_carbon, Tertiary_carbon","CCC",1,332,351
5,"O","Secondary_amide","O",2,332,351
8,"C","Primary_carbon","C",3,332,351
13,"C","Primary_carbon","C",4,332,351
18,"O","Urethan","O",5,332,351
19,"O","Urethan","CC(C)O",6,332,351
20,"C","Primary_carbon, Urethan","CC(C)O",6,332,351
21,"C","Primary_carbon","CC(C)O",6,332,351
22,"C","Primary_carbon","CC(C)O",6,332,351
0,"C",NA,"CNC=O",1,333,737
1,"N","Urea","CNC=O",1,333,737
2,"C","Urea","CNC=O",1,333,737
3,"O","Urea","CNC=O",1,333,737
5,"C",NA,"C",2,333,737
24,"C","Primary_carbon","C",1,335,342
25,"O","Alkylarylether","CO",2,335,342
26,"C","Alkylarylether","CO",2,335,342
8,"O","Tertiary_amide, Conjugated_double_bond","O",1,336,347
9,"N","Tertiary_amide","CNC",2,336,347
10,"C","Tertiary_amide","CNC",2,336,347
11,"C","Tertiary_amide","CNC",2,336,347
12,"S",NA,"CS",3,336,347
13,"C",NA,"CS",3,336,347
0,"C","Primary_carbon, Secondary_carbon","CCCO",1,338,410
1,"C","Primary_carbon, Secondary_carbon","CCCO",1,338,410
2,"C","Secondary_carbon, Urethan","CCCO",1,338,410
3,"O","Urethan","CCCO",1,338,410
7,"C","Secondary_carbon","CCCN(C)C",2,338,410
8,"C","Secondary_carbon","CCCN(C)C",2,338,410
9,"C","Secondary_carbon","CCCN(C)C",2,338,410
10,"N","Tertiary_aliph_amine","CCCN(C)C",2,338,410
11,"C",NA,"CCCN(C)C",2,338,410
12,"C",NA,"CCCN(C)C",2,338,410
0,"C","Aromatic","cccc",1,343,463
1,"C","Aromatic","cccc",1,343,463
2,"C","Aromatic","cccc",1,343,463
5,"C","Aromatic","cccc",1,343,463
8,"C","Aromatic","c1cscn1",2,343,463
9,"C","Aromatic","c1cscn1",2,343,463
10,"S","Hetero_S, Heteroaromatic, Aromatic, Heterocyclic","c1cscn1",2,343,463
11,"C","Aromatic","c1cscn1",2,343,463
12,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1cscn1",2,343,463
0,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,347,376
1,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,347,376
2,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,347,376
3,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,347,376
5,"N",NA,"CNC(=O)ON",2,347,376
6,"O",NA,"CNC(=O)ON",2,347,376
7,"C",NA,"CNC(=O)ON",2,347,376
8,"O",NA,"CNC(=O)ON",2,347,376
9,"N",NA,"CNC(=O)ON",2,347,376
10,"C",NA,"CNC(=O)ON",2,347,376
0,"C","Alkylarylether","CO",1,349,597
1,"O","Alkylarylether","CO",1,349,597
2,"C","Secondary_carbon, Tertiary_carbon","CC(C)C",1,350,380
3,"C","Secondary_carbon, Tertiary_carbon, Bridged_rings","CC(C)C",1,350,380
4,"C","Secondary_carbon, Tertiary_carbon","CC(C)C",1,350,380
9,"C","Secondary_carbon, Tertiary_carbon","CC(C)C",1,350,380
17,"C","Primary_carbon, Secondary_amide","CC=O",1,351,702
18,"O","Secondary_amide","CC=O",1,351,702
19,"C","Primary_carbon","CC=O",1,351,702
0,"C","Aromatic","c1ccccc1",1,353,585
1,"C","Aromatic","c1ccccc1",1,353,585
2,"C","Aromatic","c1ccccc1",1,353,585
3,"C","Aromatic","c1ccccc1",1,353,585
4,"C","Aromatic","c1ccccc1",1,353,585
5,"C","Aromatic","c1ccccc1",1,353,585
13,"N","Primary_arom_amine","N",1,354,660
19,"N","Primary_aliph_amine","N",1,355,383
0,"C",NA,"C",1,356,532
0,"C","Primary_carbon","C",1,357,522
11,"N","Azide","[N-]=[N+]=N",2,357,522
12,"N","Azide, Kation","[N-]=[N+]=N",2,357,522
13,"N","Azide, Anion","[N-]=[N+]=N",2,357,522
18,"O","Lactam, Oxoarene, Conjugated_double_bond","O",3,357,522
14,"Br","Arylbromide","Br",1,359,879
0,"C","Secondary_carbon","C1CNC1",1,361,410
1,"C","Secondary_carbon","C1CNC1",1,361,410
2,"N","Secondary_aliph_amine, Alpha_aminoacid, Heterocyclic","C1CNC1",1,361,410
3,"C","Secondary_carbon, Alpha_aminoacid","C1CNC1",1,361,410
6,"O","Carboxylic_acid, Alpha_aminoacid","O",2,361,410
0,"C","Primary_carbon","C",1,363,376
7,"O","Carboxylic_ester","CC(=O)O",2,363,376
8,"C","Primary_carbon, Carboxylic_ester","CC(=O)O",2,363,376
9,"O","Carboxylic_ester","CC(=O)O",2,363,376
10,"C","Primary_carbon, CH-acidic","CC(=O)O",2,363,376
13,"N","Primary_arom_amine","N",1,368,460
14,"N","Primary_arom_amine","N",1,370,701
0,"C","Aromatic","ccc",1,378,963
1,"C","Aromatic","ccc",1,378,963
9,"C","Aromatic, Conjugated_double_bond","ccc",1,378,963
11,"O","Imide_acidic, Conjugated_double_bond","O",2,378,963
14,"O","Imide_acidic, Conjugated_double_bond","O",3,378,963
15,"N","Primary_arom_amine","N",4,378,963
9,"O","Oxoarene, Conjugated_double_bond","O",1,379,437
7,"N","Amidine, Conjugated_double_bond","N",1,380,410
9,"N","Primary_arom_amine","N",2,380,410
6,"F","Arylfluoride","F",1,381,519
9,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",2,381,519
10,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",2,381,519
11,"O","Carboxylic_acid","O=CO",2,381,519
0,"C","Secondary_carbon","CCCCN",1,383,652
1,"C","Secondary_carbon","CCCCN",1,383,652
14,"C","Aromatic","ccccCl",2,383,652
15,"C","Aromatic","ccccCl",2,383,652
16,"C","Aromatic","ccccCl",2,383,652
17,"C","Arylchloride, Aromatic","ccccCl",2,383,652
18,"Cl","Arylchloride","ccccCl",2,383,652
19,"C","Secondary_carbon","CCCCN",1,383,652
20,"C","Secondary_carbon","CCCCN",1,383,652
21,"N","Primary_aliph_amine","CCCCN",1,383,652
10,"S","Sulfonic_acid","O=[SH](=O)O",1,385,412
11,"O","Sulfonic_acid","O=[SH](=O)O",1,385,412
12,"O","Sulfonic_acid","O=[SH](=O)O",1,385,412
13,"O","Sulfonic_acid","O=[SH](=O)O",1,385,412
14,"O","Tertiary_alcohol, 1,2-Aminoalcohol","O",2,385,412
0,"C","Phosphoric_diester","COP(=O)(O)O",1,387,394
17,"O","Phosphoric_diester, Heterocyclic","COP(=O)(O)O",1,387,394
18,"P","Phosphoric_diester, Heterocyclic","COP(=O)(O)O",1,387,394
19,"O","Phosphoric_diester","COP(=O)(O)O",1,387,394
20,"O","Phosphoric_diester","COP(=O)(O)O",1,387,394
21,"O","Phosphoric_diester, Heterocyclic","COP(=O)(O)O",1,387,394
2,"C","Secondary_carbon","CCN=C(N)S",1,388,400
3,"C","Secondary_carbon","CCN=C(N)S",1,388,400
4,"N","Isothiourea, Heterocyclic","CCN=C(N)S",1,388,400
5,"C","Isothiourea","CCN=C(N)S",1,388,400
6,"N","Isothiourea","CCN=C(N)S",1,388,400
7,"S","Isothiourea, Heterocyclic","CCN=C(N)S",1,388,400
0,"C","Alkene","C=C",1,389,399
1,"C","Alkene","C=C",1,389,399
21,"C",NA,"C",2,389,399
0,"C","Primary_carbon, Ketone, CH-acidic","CC=O",1,390,442
1,"C","Primary_carbon, Ketone, Conjugated_double_bond","CC=O",1,390,442
2,"O","Ketone, Conjugated_double_bond","CC=O",1,390,442
16,"C","Secondary_carbon","C1CCCCC1",2,390,442
17,"C","Secondary_carbon","C1CCCCC1",2,390,442
18,"C","Secondary_carbon","C1CCCCC1",2,390,442
19,"C","Secondary_carbon","C1CCCCC1",2,390,442
20,"C","Secondary_carbon","C1CCCCC1",2,390,442
21,"C","Secondary_carbon","C1CCCCC1",2,390,442
3,"C","Aromatic","c1ccccc1",1,391,807
4,"C","Aromatic","c1ccccc1",1,391,807
5,"C","Aromatic","c1ccccc1",1,391,807
6,"C","Aromatic","c1ccccc1",1,391,807
7,"C","Aromatic","c1ccccc1",1,391,807
8,"C","Aromatic","c1ccccc1",1,391,807
11,"O","Secondary_amide, Conjugated_double_bond","O",2,391,807
14,"C","Primary_carbon","C",3,391,807
16,"C","Aromatic","c1ccccc1",4,391,807
17,"C","Aromatic","c1ccccc1",4,391,807
18,"C","Aromatic","c1ccccc1",4,391,807
19,"C","Aromatic","c1ccccc1",4,391,807
20,"C","Aromatic","c1ccccc1",4,391,807
21,"C","Aromatic","c1ccccc1",4,391,807
24,"C","Aromatic","cccc",5,391,807
25,"C","Aromatic","cccc",5,391,807
26,"C","Aromatic","cccc",5,391,807
27,"C","Aromatic","cccc",5,391,807
7,"C","Carboxylic_acid, Alpha_aminoacid","O=CO",1,392,797
8,"O","Carboxylic_acid, Alpha_aminoacid","O=CO",1,392,797
9,"O","Carboxylic_acid, Alpha_aminoacid","O=CO",1,392,797
13,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",2,392,797
14,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",2,392,797
15,"O","Carboxylic_acid","O=CO",2,392,797
16,"O","Primary_amide","O",1,393,903
17,"N","Primary_amide","N",2,393,903
0,"C","Primary_carbon, Secondary_carbon","CC",1,395,703
1,"C","Primary_carbon, Secondary_carbon, Quaternary_carbon","CC",1,395,703
6,"O","Imide_acidic","O",2,395,703
9,"O","Imide_acidic","O",3,395,703
16,"N","Primary_arom_amine","N",4,395,703
23,"N","Primary_arom_amine","N",1,396,424
12,"C","Secondary_carbon, Tertiary_carbon","CC(C)C",1,397,437
13,"C","Secondary_carbon, Tertiary_carbon, Bridged_rings","CC(C)C",1,397,437
14,"C","Secondary_carbon, Tertiary_carbon","CC(C)C",1,397,437
15,"C","Secondary_carbon, Tertiary_carbon, Quaternary_carbon","CC(C)C",1,397,437
19,"C",NA,"CN",2,397,437
20,"N","Primary_aliph_amine","CN",2,397,437
22,"O","Phenol, 1,2-Diphenol","O",3,397,437
7,"C","Secondary_carbon","CN",1,398,410
8,"N","Primary_aliph_amine","CN",1,398,410
9,"S","Sulfonic_halide, Conjugated_double_bond, Halogen_on_hetero","O=[SH](=O)F",2,398,410
10,"O","Sulfonic_halide, Conjugated_double_bond","O=[SH](=O)F",2,398,410
11,"O","Sulfonic_halide, Conjugated_double_bond","O=[SH](=O)F",2,398,410
12,"F","Sulfonic_halide, Halogen_on_hetero","O=[SH](=O)F",2,398,410
0,"C","Alkyne","C#C",1,400,842
1,"C","Alkyne","C#C",1,400,842
0,"C","Aromatic","cccc",1,404,929
1,"C","Aromatic","cccc",1,404,929
2,"C","Aromatic","cccc",1,404,929
5,"C","Aromatic","cccc",1,404,929
14,"C","Bromoalkene, Enolester","CBr",2,404,929
15,"Br","Bromoalkene","CBr",2,404,929
18,"O","Enolester, Lactone","O",3,404,929
0,"C","Alkene","C=CC",1,405,516
1,"C","Secondary_carbon, Alkene","C=CC",1,405,516
2,"C","Secondary_carbon","C=CC",1,405,516
10,"N","Urea, Hetero_N_basic_H, Heteroaromatic, Aromatic, Heterocyclic, Conjugated_double_bond","[nH]c(=O)[nH]c=O",1,408,512
11,"C","Urea, Oxoarene, Aromatic, Conjugated_double_bond","[nH]c(=O)[nH]c=O",1,408,512
12,"O","Urea, Oxoarene, Conjugated_double_bond","[nH]c(=O)[nH]c=O",1,408,512
13,"N","Lactam, Urea, Hetero_N_basic_H, Heteroaromatic, Aromatic, Heterocyclic, Conjugated_double_bond","[nH]c(=O)[nH]c=O",1,408,512
14,"C","Lactam, Oxoarene, Aromatic, Conjugated_double_bond","[nH]c(=O)[nH]c=O",1,408,512
15,"O","Lactam, Oxoarene, Conjugated_double_bond","[nH]c(=O)[nH]c=O",1,408,512
27,"Cl","Alkylchloride","Cl",1,409,435
7,"O","Primary_amide, Conjugated_double_bond","O",1,410,429
0,"C","Primary_carbon, Secondary_carbon","CCCC",1,411,669
1,"C","Primary_carbon, Secondary_carbon","CCCC",1,411,669
2,"C","Secondary_carbon","CCCC",1,411,669
3,"C","Secondary_carbon","CCCC",1,411,669
18,"S","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,411,669
19,"O","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,411,669
20,"O","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,411,669
21,"N","Sulfonamide","N[SH](=O)=O",2,411,669
22,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",3,411,669
23,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",3,411,669
24,"O","Carboxylic_acid","O=CO",3,411,669
11,"C","Tertiary_carbon","CN",1,412,472
12,"N","Primary_aliph_amine","CN",1,412,472
3,"O","Ketone, Conjugated_double_bond","O",1,415,546
10,"Cl","Arylchloride","Cl",2,415,546
14,"C","Primary_carbon","C",3,415,546
15,"C","Primary_carbon","C",4,415,546
0,"C","Primary_carbon, Secondary_carbon","CCCC(O)O",1,418,435
1,"C","Primary_carbon, Secondary_carbon","CCCC(O)O",1,418,435
2,"C","Secondary_carbon","CCCC(O)O",1,418,435
3,"C","Secondary_carbon, Acetal, Acetal_like","CCCC(O)O",1,418,435
4,"O","Acetal, Acetal_like, Heterocyclic","CCCC(O)O",1,418,435
29,"O","Acetal, Acetal_like, Heterocyclic","CCCC(O)O",1,418,435
0,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,420,652
1,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,420,652
2,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,420,652
3,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,420,652
13,"C","Conjugated_double_bond, Conjugated_tripple_bond","C=CC#N",2,420,652
14,"C","Conjugated_double_bond, Conjugated_tripple_bond","C=CC#N",2,420,652
15,"C","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","C=CC#N",2,420,652
16,"N","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","C=CC#N",2,420,652
10,"C","Alkylfluoride, Trifluoromethyl","FC(F)F",1,421,570
11,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",1,421,570
12,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",1,421,570
13,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",1,421,570
18,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",2,421,570
19,"O","Anion","O=[NH+][O-]",2,421,570
20,"O","Conjugated_double_bond","O=[NH+][O-]",2,421,570
18,"C","Secondary_carbon, Tertiary_carbon","C1CC1",1,423,903
19,"C","Secondary_carbon, Tertiary_carbon","C1CC1",1,423,903
20,"C","Secondary_carbon, Tertiary_carbon","C1CC1",1,423,903
0,"C","Primary_carbon","C",1,425,804
11,"C","Carboxylic_acid","O=CO",2,425,804
12,"O","Carboxylic_acid","O=CO",2,425,804
13,"O","Carboxylic_acid","O=CO",2,425,804
23,"Cl","Arylchloride","Cl",3,425,804
24,"O","Secondary_alcohol, 1,2-Aminoalcohol","O",4,425,804
0,"C","Primary_carbon, Secondary_carbon","CCC(C)NC",1,426,629
1,"C","Primary_carbon, Secondary_carbon","CCC(C)NC",1,426,629
2,"C","Primary_carbon, Secondary_carbon, Tertiary_amide","CCC(C)NC",1,426,629
3,"C","Primary_carbon","CCC(C)NC",1,426,629
4,"N","Tertiary_amide","CCC(C)NC",1,426,629
5,"C","Tertiary_amide","CCC(C)NC",1,426,629
7,"O","Tertiary_amide, Conjugated_double_bond","O",2,426,629
11,"C","Aromatic","cccc",3,426,629
12,"C","Aromatic","cccc",3,426,629
13,"C","Aromatic","cccc",3,426,629
14,"C","Aromatic","cccc",3,426,629
23,"Cl","Arylchloride","Cl",4,426,629
0,"C",NA,"C1CN1",1,427,429
1,"C",NA,"C1CN1",1,427,429
2,"N","Tertiary_mixed_amine, Heterocyclic","C1CN1",1,427,429
9,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",2,427,429
10,"O","Anion","O=[NH+][O-]",2,427,429
11,"O","Conjugated_double_bond","O=[NH+][O-]",2,427,429
12,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",3,427,429
13,"O","Anion","O=[NH+][O-]",3,427,429
14,"O","Conjugated_double_bond","O=[NH+][O-]",3,427,429
16,"O","Primary_amide, Conjugated_double_bond","O",4,427,429
7,"N","Amidine, Conjugated_double_bond","N",1,429,556
0,"C","Primary_carbon, Secondary_carbon","CCCCO",1,430,857
1,"C","Primary_carbon, Secondary_carbon","CCCCO",1,430,857
2,"C","Secondary_carbon","CCCCO",1,430,857
3,"C","Secondary_carbon, Alkylarylether","CCCCO",1,430,857
4,"O","Alkylarylether","CCCCO",1,430,857
11,"O","Alkylarylether","CO",2,430,857
12,"C","Alkylarylether","CO",2,430,857
0,"C","Primary_carbon, Tertiary_carbon","C",1,435,784
24,"O","Secondary_alcohol","O",1,438,446
16,"Cl","Arylchloride","Cl",1,442,772
12,"Br","Arylbromide","Br",1,443,458
23,"O","Ketone","O",1,446,594
0,"C","Primary_carbon","C",1,447,455
20,"Cl","Arylchloride","Cl",1,449,699
0,"C",NA,"CNC",1,450,486
1,"N","Tertiary_aliph_amine","CNC",1,450,486
2,"C",NA,"CNC",1,450,486
6,"Cl","Arylchloride","Cl",1,451,464
7,"N","Urethan, Hetero_N_basic_H, Heteroaromatic, Aromatic, Heterocyclic, Conjugated_double_bond","[nH]c(=O)o",2,451,464
8,"C","Urethan, Oxoarene, Aromatic, Conjugated_double_bond","[nH]c(=O)o",2,451,464
9,"O","Urethan, Oxoarene, Conjugated_double_bond","[nH]c(=O)o",2,451,464
10,"O","Urethan, Hetero_O, Heteroaromatic, Aromatic, Heterocyclic, Conjugated_double_bond","[nH]c(=O)o",2,451,464
6,"N","Amidine, Heterocyclic","NC=N[SH](=O)=O",1,452,460
7,"C","Amidine, Conjugated_double_bond","NC=N[SH](=O)=O",1,452,460
8,"N","Amidine, Heterocyclic, Conjugated_double_bond","NC=N[SH](=O)=O",1,452,460
9,"S","Heterocyclic, Conjugated_double_bond","NC=N[SH](=O)=O",1,452,460
10,"O","Conjugated_double_bond","NC=N[SH](=O)=O",1,452,460
11,"O","Conjugated_double_bond","NC=N[SH](=O)=O",1,452,460
12,"S","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,452,460
13,"O","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,452,460
14,"O","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,452,460
15,"N","Sulfonamide","N[SH](=O)=O",2,452,460
0,"C","Primary_carbon","Cc1ccsn1",1,453,510
1,"C","Primary_carbon, Aromatic","Cc1ccsn1",1,453,510
2,"C","Aromatic","Cc1ccsn1",1,453,510
3,"C","Aromatic","Cc1ccsn1",1,453,510
6,"O","Urea","O",2,453,510
13,"C","Aromatic","ccnC",3,453,510
14,"C","Aromatic","ccnC",3,453,510
15,"N","Hetero_N_basic_no_H, Heteroaromatic, Aromatic, Heterocyclic","ccnC",3,453,510
16,"C",NA,"ccnC",3,453,510
18,"S","Hetero_S, Heteroaromatic, Aromatic, Heterocyclic","Cc1ccsn1",1,453,510
19,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","Cc1ccsn1",1,453,510
0,"C","Secondary_carbon","C1CC1",1,454,550
1,"C","Secondary_carbon","C1CC1",1,454,550
2,"C","Secondary_carbon, Secondary_amide","C1CC1",1,454,550
0,"C","Aromatic","c1ccccc1",1,455,467
1,"C","Aromatic","c1ccccc1",1,455,467
2,"C","Aromatic","c1ccccc1",1,455,467
3,"C","Aromatic","c1ccccc1",1,455,467
4,"C","Aromatic","c1ccccc1",1,455,467
5,"C","Aromatic","c1ccccc1",1,455,467
19,"Cl","Chloroalkene","Cl",2,455,467
23,"N","Primary_aliph_amine, Peptide_N_term","N",3,455,467
0,"C","Primary_carbon","C",1,457,530
14,"Cl","Arylchloride","Cl",2,457,530
18,"C","Secondary_carbon","CN1CCCC1",3,457,530
19,"C","Secondary_carbon","CN1CCCC1",3,457,530
20,"C","Secondary_carbon","CN1CCCC1",3,457,530
21,"C","Secondary_carbon","CN1CCCC1",3,457,530
22,"N","Tertiary_aliph_amine, Heterocyclic","CN1CCCC1",3,457,530
23,"C",NA,"CN1CCCC1",3,457,530
12,"Cl","Arylchloride","Cl",1,459,853
0,"C","Primary_carbon, CH-acidic","CC=O",1,462,594
1,"C","Primary_carbon, Carboxylic_ester","CC=O",1,462,594
2,"O","Carboxylic_ester","CC=O",1,462,594
24,"O","Ketone","O",2,462,594
0,"C","Secondary_carbon","C1CCCC1",1,463,532
1,"C","Secondary_carbon","C1CCCC1",1,463,532
2,"C","Secondary_carbon","C1CCCC1",1,463,532
3,"C","Secondary_carbon","C1CCCC1",1,463,532
4,"C","Secondary_carbon","C1CCCC1",1,463,532
10,"N","Primary_arom_amine","N",2,463,532
7,"O","Carboxylic_acid, Conjugated_double_bond","O",1,464,556
8,"O","Carboxylic_acid","O",2,464,556
9,"Hg","Organometallic_compounds, Halogen_on_hetero","Cl[Hg]",3,464,556
10,"Cl","Halogen_on_hetero","Cl[Hg]",3,464,556
0,"C","Primary_carbon, CH-acidic","CC(=O)O",1,467,475
1,"C","Primary_carbon, Carboxylic_ester","CC(=O)O",1,467,475
2,"O","Carboxylic_ester","CC(=O)O",1,467,475
3,"O","Carboxylic_ester","CC(=O)O",1,467,475
21,"N","Oximether, Conjugated_double_bond","CON",2,467,475
22,"O","Oximether","CON",2,467,475
23,"C","Oximether","CON",2,467,475
24,"C","Aromatic, Conjugated_double_bond","Nc1nccs1",3,467,475
25,"C","Aromatic, Conjugated_double_bond","Nc1nccs1",3,467,475
26,"S","Isothiourea, Hetero_S, Heteroaromatic, Aromatic, Heterocyclic","Nc1nccs1",3,467,475
27,"C","Primary_arom_amine, Isothiourea, Aromatic","Nc1nccs1",3,467,475
28,"N","Primary_arom_amine, Isothiourea","Nc1nccs1",3,467,475
29,"N","Isothiourea, Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic, Conjugated_double_bond","Nc1nccs1",3,467,475
0,"C",NA,"C",1,471,583
7,"C","Aromatic","c1ccncc1",2,471,583
8,"C","Aromatic","c1ccncc1",2,471,583
9,"C","Aromatic","c1ccncc1",2,471,583
10,"C","Aromatic","c1ccncc1",2,471,583
11,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ccncc1",2,471,583
12,"C","Aromatic","c1ccncc1",2,471,583
0,"C","Alkylarylether","CO",1,473,654
1,"O","Alkylarylether","CO",1,473,654
25,"Cl","Arylchloride","Cl",2,473,654
13,"Cl","Arylchloride","Cl",1,479,550
19,"O","Primary_alcohol","O",2,479,550
4,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",1,481,579
5,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",1,481,579
6,"O","Carboxylic_acid","O=CO",1,481,579
12,"O","Phenol","O",2,481,579
5,"Cl","Alkylchloride","Cl",1,482,544
13,"Br","Arylbromide","Br",2,482,544
0,"C","Aromatic","c1ccccc1",1,485,551
1,"C","Aromatic","c1ccccc1",1,485,551
2,"C","Aromatic","c1ccccc1",1,485,551
3,"C","Aromatic","c1ccccc1",1,485,551
4,"C","Aromatic","c1ccccc1",1,485,551
5,"C","Aromatic","c1ccccc1",1,485,551
10,"C","Aromatic","ccc(n)Cl",2,485,551
11,"C","Imidoylhalide_cyclic, Aromatic","ccc(n)Cl",2,485,551
12,"C","Imidoylhalide_cyclic, Arylchloride, Aromatic","ccc(n)Cl",2,485,551
13,"Cl","Imidoylhalide_cyclic, Arylchloride","ccc(n)Cl",2,485,551
14,"N","Imidoylhalide_cyclic, Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","ccc(n)Cl",2,485,551
17,"O","Phenol","O",3,485,551
0,"C","Primary_carbon","CCO",1,486,630
1,"C","Primary_carbon, Carboxylic_ester","CCO",1,486,630
2,"O","Carboxylic_ester","CCO",1,486,630
4,"O","Carboxylic_ester","O",2,486,630
6,"C","Primary_carbon","C",3,486,630
7,"C","Primary_carbon","C",4,486,630
15,"Cl","Arylchloride","Cl",5,486,630
2,"C",NA,"C",1,487,521
21,"Cl","Arylchloride","Cl",2,487,521
0,"C","Primary_carbon","CC",1,489,593
1,"C","Primary_carbon","CC",1,489,593
10,"O","Oxoarene, Conjugated_double_bond","O",2,489,593
12,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",3,489,593
13,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",3,489,593
14,"O","Carboxylic_acid","O=CO",3,489,593
16,"O","Acetal, Acetal_like, Heterocyclic","OCO",4,489,593
17,"C","Acetal, Acetal_like","OCO",4,489,593
18,"O","Acetal, Acetal_like, Heterocyclic","OCO",4,489,593
0,"C","Carboxylic_ester","C",1,491,540
12,"Cl","Arylchloride","Cl",2,491,540
7,"C","Primary_carbon, Quaternary_carbon","C",1,496,556
8,"C","Quaternary_carbon, Carboxylic_acid","O=CO",2,496,556
9,"O","Carboxylic_acid","O=CO",2,496,556
10,"O","Carboxylic_acid","O=CO",2,496,556
11,"O","Dialkylether, Heterocyclic","O",3,496,556
12,"C","Quaternary_carbon, Carboxylic_acid","O=CO",4,496,556
13,"O","Carboxylic_acid","O=CO",4,496,556
14,"O","Carboxylic_acid","O=CO",4,496,556
7,"C","Aromatic","c1ccccc1",1,501,879
8,"C","Aromatic","c1ccccc1",1,501,879
9,"C","Aromatic","c1ccccc1",1,501,879
10,"C","Aromatic","c1ccccc1",1,501,879
11,"C","Aromatic","c1ccccc1",1,501,879
12,"C","Aromatic","c1ccccc1",1,501,879
14,"O",NA,"O",2,501,879
18,"O","Isourea","O",3,501,879
0,"C","Secondary_carbon","C1CCCCC1",1,502,550
1,"C","Secondary_carbon","C1CCCCC1",1,502,550
2,"C","Secondary_carbon","C1CCCCC1",1,502,550
3,"C","Secondary_carbon","C1CCCCC1",1,502,550
4,"C","Secondary_carbon","C1CCCCC1",1,502,550
5,"C","Secondary_carbon","C1CCCCC1",1,502,550
21,"O","Primary_alcohol","O",2,502,550
0,"C","Secondary_carbon","C1CCCC1",1,504,550
1,"C","Secondary_carbon","C1CCCC1",1,504,550
2,"C","Secondary_carbon","C1CCCC1",1,504,550
3,"C","Secondary_carbon","C1CCCC1",1,504,550
4,"C","Secondary_carbon","C1CCCC1",1,504,550
11,"Cl","Arylchloride","Cl",2,504,550
21,"O","Primary_alcohol","O",3,504,550
19,"C","Alkylarylether","C",1,506,657
0,"C",NA,"CCN(C)C",1,507,943
1,"N","Tertiary_aliph_amine","CCN(C)C",1,507,943
2,"C",NA,"CCN(C)C",1,507,943
3,"C","Secondary_carbon","CCN(C)C",1,507,943
4,"C","Secondary_carbon","CCN(C)C",1,507,943
16,"C","Aromatic","cccc",2,507,943
17,"C","Aromatic","cccc",2,507,943
18,"C","Aromatic","cccc",2,507,943
19,"C","Aromatic, Conjugated_double_bond","cccc",2,507,943
9,"C","1,2-Aminoalcohol","CN",1,509,943
10,"N","Primary_aliph_amine, 1,2-Aminoalcohol","CN",1,509,943
